"StudyID" "SiteID" "SampleID" "NumSampled" "SamplingYear" "SamplingMonth" "NumberSizeSpectrumMethods" "SizeSpectrumMethod" "YaxisParameterType" "YaxisParameterTypeSpecification" "XaxisParameterType" "XaxisParameterTypeSpecification" "YaxisParameterUnit" "XaxisParameterUnit" "XaxisParameterUnitSpecification" "NumberSizeClasses" "SizeRangeMinimum" "SizeRangeMaximum" "Slope" "SlopeConfIntLow" "SlopeConfIntUp" "SlopeSD" "SlopeSE" "Intercept" "InterceptConfIntLow" "InterceptConfIntUp" "InterceptSD" "InterceptSE" "Linearity"
"StudyID_80" "SiteID_485" "SampleID_2216" 10 "2011" "Nov" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "physical size" "body volume" "mm3/m3" "mm3" "mm3" "21" "0.000523599" "0.660258056" -1.188 NA NA NA NA -0.282 NA NA NA NA 0.939
"StudyID_81" "SiteID_486" "SampleID_2217" 1 "2008" "Dec" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -0.52 NA NA NA NA 5.53 NA NA NA NA 0.52
"StudyID_81" "SiteID_487" "SampleID_2218" 1 "2008" "Dec" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -1.78 NA NA NA NA 8.14 NA NA NA NA 0.6
"StudyID_81" "SiteID_488" "SampleID_2219" 1 "2008" "Dec" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -1.38 NA NA NA NA 6.94 NA NA NA NA 0.17
"StudyID_81" "SiteID_489" "SampleID_2220" 1 "2008" "Dec" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -0.77 NA NA NA NA 5.43 NA NA NA NA 0.3
"StudyID_81" "SiteID_490" "SampleID_2221" 1 "2008" "Dec" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -0.36 NA NA NA NA 3.11 NA NA NA NA 0.76
"StudyID_81" "SiteID_491" "SampleID_2222" 1 "2008" "Dec" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -0.23 NA NA NA NA 2.79 NA NA NA NA 0.65
"StudyID_81" "SiteID_492" "SampleID_2223" 1 "2008" "Dec" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -0.98 NA NA NA NA 8.1 NA NA NA NA 0.79
"StudyID_81" "SiteID_493" "SampleID_2224" 1 "2008" "Dec" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -0.94 NA NA NA NA 6.35 NA NA NA NA 0.67
"StudyID_81" "SiteID_494" "SampleID_2225" 1 "2008" "Dec" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -0.92 NA NA NA NA 6.54 NA NA NA NA 0.97
"StudyID_81" "SiteID_495" "SampleID_2226" 1 "2009" "Feb" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -1.23 NA NA NA NA 8 NA NA NA NA 0.86
"StudyID_81" "SiteID_496" "SampleID_2227" 1 "2009" "Jan" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" 0.42 NA NA NA NA 2.86 NA NA NA NA 0.26
"StudyID_81" "SiteID_497" "SampleID_2228" 1 "2009" "Jan" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -0.06 NA NA NA NA 4.01 NA NA NA NA 0.18
"StudyID_81" "SiteID_498" "SampleID_2229" 1 "2009" "Jan" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -0.8 NA NA NA NA 5.72 NA NA NA NA 0.93
"StudyID_81" "SiteID_499" "SampleID_2230" 1 "2009" "Jan" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -1.28 NA NA NA NA 7.55 NA NA NA NA 0.8
"StudyID_81" "SiteID_500" "SampleID_2231" 1 "2009" "Jan" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -1.11 NA NA NA NA 7.68 NA NA NA NA 0.97
"StudyID_81" "SiteID_501" "SampleID_2232" 1 "2009" "Mar" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -0.31 NA NA NA NA 4.38 NA NA NA NA 0.7
"StudyID_81" "SiteID_502" "SampleID_2233" 1 "2012" "Jun" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -0.84 NA NA NA NA 6.47 NA NA NA NA 0.14
"StudyID_81" "SiteID_503" "SampleID_2234" 1 "2012" "Jun" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" 0.55 NA NA NA NA 1.08 NA NA NA NA 0.65
"StudyID_81" "SiteID_504" "SampleID_2235" 1 "2012" "Jun" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -0.71 NA NA NA NA 5.86 NA NA NA NA 0.37
"StudyID_81" "SiteID_505" "SampleID_2236" 1 "2012" "Jun" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -1.08 NA NA NA NA 6.63 NA NA NA NA 0.64
"StudyID_81" "SiteID_506" "SampleID_2237" 1 "2012" "Jun" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -1.19 NA NA NA NA 7.28 NA NA NA NA 0.67
"StudyID_81" "SiteID_507" "SampleID_2238" 1 "2012" "Jun" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -0.7 NA NA NA NA 4.73 NA NA NA NA 0.07
"StudyID_81" "SiteID_508" "SampleID_2239" 1 "2012" "Jun" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -1.69 NA NA NA NA 8.84 NA NA NA NA 0.26
"StudyID_81" "SiteID_509" "SampleID_2240" 1 "2012" "Jun" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -0.22 NA NA NA NA 3.86 NA NA NA NA 0.7
"StudyID_81" "SiteID_510" "SampleID_2241" 1 "2012" "Jun" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -1.2 NA NA NA NA 7.21 NA NA NA NA 0.74
"StudyID_81" "SiteID_511" "SampleID_2242" 1 "2012" "Jun" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -1.23 NA NA NA NA 7.27 NA NA NA NA 0.98
"StudyID_81" "SiteID_512" "SampleID_2243" 1 "2012" "Jun" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -1.23 NA NA NA NA 7.2 NA NA NA NA 0.7
"StudyID_81" "SiteID_513" "SampleID_2244" 1 "2012" "Jun" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -0.75 NA NA NA NA 5.31 NA NA NA NA 0.94
"StudyID_81" "SiteID_514" "SampleID_2245" 1 "2012" "Jun" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "mm" "mm" "7" "<38" "384" -1.37 NA NA NA NA 8.21 NA NA NA NA 0.75
"StudyID_82" "SiteID_515" "SampleID_2246" 10 "2003" "Nov-Mar" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "cm" "cm" NA "5" "65" -0.16 NA NA NA 0.014 11.077 NA NA NA 0.552 NA
"StudyID_82" "SiteID_515" "SampleID_2247" 10 "2004" "Nov-Mar" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "cm" "cm" NA "5" "65" -0.138 NA NA NA 0.018 10.068 NA NA NA 0.807 NA
"StudyID_82" "SiteID_515" "SampleID_2248" 10 "2005" "Nov-Mar" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "cm" "cm" NA "5" "65" -0.159 NA NA NA 0.022 10.687 NA NA NA 0.767 NA
"StudyID_82" "SiteID_515" "SampleID_2249" 10 "2006" "Nov-Mar" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "cm" "cm" NA "5" "65" -0.116 NA NA NA 0.023 7.773 NA NA NA 0.882 NA
"StudyID_82" "SiteID_515" "SampleID_2250" 10 "2007" "Nov-Mar" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "cm" "cm" NA "5" "65" -0.126 NA NA NA 0.018 8.702 NA NA NA 0.801 NA
"StudyID_82" "SiteID_515" "SampleID_2251" 10 "2008" "Nov-Mar" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "cm" "cm" NA "5" "65" -0.166 NA NA NA 0.022 9.799 NA NA NA 0.848 NA
"StudyID_82" "SiteID_515" "SampleID_2252" 10 "2009" "Nov-Mar" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "cm" "cm" NA "5" "65" -0.14 NA NA NA 0.017 10.573 NA NA NA 0.673 NA
"StudyID_82" "SiteID_515" "SampleID_2253" 10 "2010" "Nov-Mar" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "cm" "cm" NA "5" "65" -0.156 NA NA NA 0.016 10.593 NA NA NA 0.653 NA
"StudyID_82" "SiteID_515" "SampleID_2254" 10 "2014" "Nov-Mar" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "cm" "cm" NA "5" "65" -0.114 NA NA NA 0.014 9.039 NA NA NA 0.639 NA
"StudyID_82" "SiteID_515" "SampleID_2255" 10 "2015" "Nov-Mar" 1 "Abundance spectrum (linear)" "abundance" "abundance" "physical size" "body length" "count" "cm" "cm" NA "5" "65" -0.123 NA NA NA 0.019 8.366 NA NA NA 0.821 NA
"StudyID_83" "SiteID_516" "SampleID_2256" 1 "2015" "Sep" 1 "Normalized abundance spectrum (linear)" "density" "density" "physical size" "body length" "count/L" "mm" "mm" NA NA NA -3.008 NA NA NA NA NA NA NA NA NA 0.774
"StudyID_83" "SiteID_517" "SampleID_2257" 1 "2015" "Sep" 1 "Normalized abundance spectrum (linear)" "density" "density" "physical size" "body length" "count/L" "mm" "mm" NA NA NA -4.003 NA NA NA NA NA NA NA NA NA 0.904
"StudyID_83" "SiteID_518" "SampleID_2258" 1 "2015" "Sep" 1 "Normalized abundance spectrum (linear)" "density" "density" "physical size" "body length" "count/L" "mm" "mm" NA NA NA -3.468 NA NA NA NA NA NA NA NA NA 0.887
"StudyID_83" "SiteID_519" "SampleID_2259" 1 "2015" "Sep" 1 "Normalized abundance spectrum (linear)" "density" "density" "physical size" "body length" "count/L" "mm" "mm" NA NA NA -2.562 NA NA NA NA NA NA NA NA NA 0.824
"StudyID_83" "SiteID_520" "SampleID_2260" 1 "2015" "Sep" 1 "Normalized abundance spectrum (linear)" "density" "density" "physical size" "body length" "count/L" "mm" "mm" NA NA NA -3.526 NA NA NA NA NA NA NA NA NA 0.895
"StudyID_83" "SiteID_521" "SampleID_2261" 1 "2015" "Sep" 1 "Normalized abundance spectrum (linear)" "density" "density" "physical size" "body length" "count/L" "mm" "mm" NA NA NA -3.618 NA NA NA NA NA NA NA NA NA 0.874
"StudyID_83" "SiteID_522" "SampleID_2262" 1 "2015" "Sep" 1 "Normalized abundance spectrum (linear)" "density" "density" "physical size" "body length" "count/L" "mm" "mm" NA NA NA -2.731 NA NA NA NA NA NA NA NA NA 0.824
"StudyID_83" "SiteID_523" "SampleID_2263" 1 "2015" "Sep" 1 "Normalized abundance spectrum (linear)" "density" "density" "physical size" "body length" "count/L" "mm" "mm" NA NA NA -3.697 NA NA NA NA NA NA NA NA NA 0.883
"StudyID_83" "SiteID_524" "SampleID_2264" 1 "2015" "Sep" 1 "Normalized abundance spectrum (linear)" "density" "density" "physical size" "body length" "count/L" "mm" "mm" NA NA NA -3.523 NA NA NA NA NA NA NA NA NA 0.903
"StudyID_83" "SiteID_525" "SampleID_2265" 1 "2015" "Sep" 1 "Normalized abundance spectrum (linear)" "density" "density" "physical size" "body length" "count/L" "mm" "mm" NA NA NA -3.046 NA NA NA NA NA NA NA NA NA 0.839
"StudyID_84" "SiteID_526" "SampleID_2266" 45 "1998" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.399 NA NA NA 0.237 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2267" 45 "1998" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.104 NA NA NA 0.181 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2268" 45 "2000" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.627 NA NA NA 0.232 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2269" 45 "2000" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.864 NA NA NA 0.223 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2270" 45 "2000" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.851 NA NA NA 0.203 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2271" 45 "2002" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.624 NA NA NA 0.192 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2272" 45 "2002" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.302 NA NA NA 0.255 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2273" 45 "2002" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.288 NA NA NA 0.214 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2274" 45 "2002" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.951 NA NA NA 0.181 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2275" 45 "2004" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.607 NA NA NA 0.214 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2276" 45 "2004" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.022 NA NA NA 0.258 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2277" 45 "2004" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.13 NA NA NA 0.219 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2278" 45 "2004" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.988 NA NA NA 0.196 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2279" 45 "2005" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.367 NA NA NA 0.187 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2280" 45 "2005" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.347 NA NA NA 0.186 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2281" 45 "2005" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.032 NA NA NA 0.178 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2282" 45 "2005" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.168 NA NA NA 0.163 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2283" 45 "2006" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.406 NA NA NA 0.195 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2284" 45 "2006" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.906 NA NA NA 0.236 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2285" 45 "2006" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.296 NA NA NA 0.217 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2286" 45 "2006" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.958 NA NA NA 0.212 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2287" 45 "2007" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.419 NA NA NA 0.169 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2288" 45 "2007" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.419 NA NA NA 0.269 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2289" 45 "2007" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.129 NA NA NA 0.235 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2290" 45 "2007" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.797 NA NA NA 0.169 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2291" 45 "2008" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.526 NA NA NA 0.222 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2292" 45 "2008" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.183 NA NA NA 0.289 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2293" 45 "2008" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1 NA NA NA 0.226 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2294" 45 "2008" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.64 NA NA NA 0.126 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2295" 45 "2009" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1 NA NA NA 0.207 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2296" 45 "2009" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.913 NA NA NA 0.213 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2297" 45 "2009" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.809 NA NA NA 0.223 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2298" 45 "2009" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.617 NA NA NA 0.163 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2299" 45 "2011" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.216 NA NA NA 0.203 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2300" 45 "2011" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.133 NA NA NA 0.263 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2301" 45 "2011" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.854 NA NA NA 0.253 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2302" 45 "2011" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.576 NA NA NA 0.158 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2303" 45 "2012" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.868 NA NA NA 0.239 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2304" 45 "2012" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.856 NA NA NA 0.271 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2305" 45 "2012" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.088 NA NA NA 0.213 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2306" 45 "2012" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.573 NA NA NA 0.159 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2307" 45 "2013" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -1.002 NA NA NA 0.183 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2308" 45 "2013" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.898 NA NA NA 0.242 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2309" 45 "2013" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.841 NA NA NA 0.18 NA NA NA NA NA NA
"StudyID_84" "SiteID_526" "SampleID_2310" 45 "2013" "Sep" 1 "Normalized biomass spectrum (linear)" "biomass concentration" "biomass concentration" "body mass" "body mass" "g/h" "g" "g" "11" NA NA -0.499 NA NA NA 0.095 NA NA NA NA NA NA
"StudyID_85" "SiteID_527" "SampleID_2311" 1 "2012" "May" 1 "Normalized abundance spectrum (linear)" "density" "density" "body mass" "body mass" "count/m2" "mg" "mg DM" "5" "0.003019798" "2310.8" -0.714 -1.34 -0.087 NA 0.183 0.366 -0.791 1.524 NA 0.339 0.814
"StudyID_85" "SiteID_528" "SampleID_2312" 1 "2012" "May" 1 "Normalized abundance spectrum (linear)" "density" "density" "body mass" "body mass" "count/m2" "mg" "mg DM" "5" "0.00284134" "27140" -0.639 -0.913 -0.365 NA 0.155 1.195 0.562 1.828 NA 0.357 0.948
"StudyID_85" "SiteID_529" "SampleID_2313" 1 "2012" "May" 1 "Normalized abundance spectrum (linear)" "density" "density" "body mass" "body mass" "count/m2" "mg" "mg DM" "6" "0.003449416" "3496" -0.563 -0.921 -0.204 NA 0.178 1.149 0.506 1.792 NA 0.32 0.826
"StudyID_85" "SiteID_530" "SampleID_2314" 1 "2012" "May" 1 "Normalized abundance spectrum (linear)" "density" "density" "body mass" "body mass" "count/m2" "mg" "mg DM" "6" "0.003019798" "10718" -0.676 -0.911 -0.442 NA 0.163 1.682 1.21 2.154 NA 0.329 0.941
"StudyID_85" "SiteID_531" "SampleID_2315" 1 "2005" "May" 1 "Normalized abundance spectrum (linear)" "density" "density" "body mass" "body mass" "count/m2" "mg" "mg DM" "4" "0.031837673" "5750" -0.69 -1.275 -0.106 NA 0.228 1.062 0.022 2.103 NA 0.405 0.928
"StudyID_85" "SiteID_532" "SampleID_2316" 1 "2005" "May" 1 "Normalized abundance spectrum (linear)" "density" "density" "body mass" "body mass" "count/m2" "mg" "mg DM" "4" "0.005168204" "46000" -0.704 -1.546 0.138 NA 0.172 1.102 -0.792 2.997 NA 0.388 0.866
"StudyID_85" "SiteID_533" "SampleID_2317" 1 "2005" "May" 1 "Normalized abundance spectrum (linear)" "density" "density" "body mass" "body mass" "count/m2" "mg" "mg DM" "5" "0.011841031" "1150" -1 -1.834 -0.166 NA 0.233 1.653 0.431 2.875 NA 0.342 0.829
"StudyID_85" "SiteID_534" "SampleID_2318" 1 "2005" "May" 1 "Normalized abundance spectrum (linear)" "density" "density" "body mass" "body mass" "count/m2" "mg" "mg DM" "3" "0.031837673" "28750" -0.545 -4.264 3.173 NA 0.201 1.174 -7.599 9.947 NA 0.474 0.777
"StudyID_85" "SiteID_535" "SampleID_2319" 1 "2012" "May" 1 "Normalized abundance spectrum (linear)" "density" "density" "body mass" "body mass" "count/m2" "mg" "mg DM" "4" "0.031837673" "18400" -0.684 -1.233 -0.135 NA 0.188 1.22 -0.106 2.547 NA 0.455 0.935
"StudyID_85" "SiteID_536" "SampleID_2320" 1 "2012" "May" 1 "Normalized abundance spectrum (linear)" "density" "density" "body mass" "body mass" "count/m2" "mg" "mg DM" "5" "0.005168204" "9200" -0.891 -1.499 -0.283 NA 0.186 1.918 0.782 3.054 NA 0.348 0.879
